Date,Min_temp,Max_temp,Rainfall,Evaporation,Sunshine,Direction_of_maximum_wind_gust,Speed_of_maximum_wind_gust,9am_temp,9am_humidity,9am_cloud_amount,9am wind direction,9am_wind_speed,9am_pressure,3pm_temp,3pm_humidity,3pm_cloud_amount,3pm wind direction,3pm_wind_speed,3pm_pressure,Time_of_maximum_wind_gust,PRICECATEGORY,TOTALDEMAND
737907,11.8,16.6,0.6,2.0,0.9,270.0,19.0,13.4,87.0,7,247.5,9,1029.5,16.3,73,7.0,202.5,11,1026.7,8:57,1,6487.76
737908,7.4,16.9,0.4,3.0,9.5,202.5,22.0,12.3,87.0,1,0.0,9,1026.4,14.8,70,5.0,180.0,13,1023.9,15:03,1,6461.27
737909,8.2,18.4,0.0,2.2,9.9,202.5,17.0,12.0,83.0,1,0.0,9,1025.1,17.5,66,2.0,202.5,9,1022.9,13:44,1,6405.5
737910,9.5,24.4,0.0,0.0,10.2,0.0,30.0,12.5,83.0,1,22.5,13,1027.0,23.9,32,0.0,0.0,15,1024.0,12:05,1,5887.34
737795,11.2,24.6,0.0,5.4,7.1,0.0,33.0,14.9,63.0,3,22.5,9,1027.3,24.2,35,7.0,0.0,17,1024.4,12:48,1,5261.09
737826,13.7,26.0,0.0,6.4,3.8,0.0,39.0,17.5,59.0,7,22.5,7,1023.3,25.3,36,2.0,0.0,20,1018.9,14:18,1,5289.07
737854,12.5,18.2,0.2,6.8,0.8,180.0,28.0,15.0,80.0,7,225.0,7,1019.6,17.0,74,7.0,202.5,9,1017.6,18:35,1,6183.0
737885,9.4,15.5,30.8,4.6,0.1,180.0,39.0,12.0,100.0,7,0.0,9,1019.9,14.4,78,8.0,180.0,19,1021.5,14:46,1,6663.33
737915,7.2,17.3,0.0,0.8,9.1,202.5,30.0,12.2,83.0,1,0.0,9,1026.0,17.0,52,5.0,202.5,9,1023.4,12:37,1,6389.08
737946,7.6,22.2,0.0,2.0,8.4,157.5,19.0,10.8,83.0,1,45.0,6,1021.6,21.6,56,1.0,292.5,2,1016.8,0:01,1,6342.41
737976,10.5,21.5,0.2,2.4,3.6,45.0,15.0,13.9,91.0,4,0.0,7,1014.8,20.2,37,6.0,202.5,13,1011.3,6:35,1,5957.64
738007,9.9,19.8,0.0,2.8,5.1,225.0,24.0,15.1,76.0,2,270.0,4,1013.9,17.3,69,7.0,202.5,6,1013.4,16:55,1,5517.34
738038,11.0,20.5,0.4,0.0,7.1,315.0,28.0,13.7,97.0,6,0.0,9,1018.4,19.5,45,3.0,292.5,6,1014.9,13:06,1,5222.89
738068,11.7,16.9,0.2,3.8,0.5,0.0,41.0,14.3,68.0,7,0.0,19,1010.2,16.2,56,7.0,337.5,13,1007.6,13:18,1,6352.55
738099,10.7,16.3,15.8,2.8,0.1,180.0,41.0,12.2,100.0,8,202.5,9,1018.7,15.7,71,7.0,135.0,17,1021.3,4:50,1,6578.07
738129,7.3,18.5,0.8,2.6,8.8,157.5,24.0,11.0,84.0,3,22.5,7,1024.8,17.9,52,1.0,202.5,13,1019.6,3:04,1,6406.0
737923,8.1,17.6,0.0,1.2,1.0,337.5,39.0,14.0,65.0,7,0.0,15,1012.5,13.1,90,8.0,315.0,9,1011.1,11:57,1,6679.05
737924,7.8,15.6,4.2,2.4,4.5,270.0,35.0,11.5,71.0,3,315.0,11,1014.5,13.5,67,3.0,247.5,6,1013.6,11:04,1,6493.23
737925,7.3,12.9,7.4,2.4,7.5,202.5,54.0,8.6,72.0,4,270.0,13,1018.1,11.9,59,6.0,202.5,11,1020.5,4:25,1,6319.27
737926,8.3,15.5,0.2,3.0,3.2,315.0,35.0,10.3,67.0,6,0.0,11,1021.8,14.5,59,7.0,315.0,11,1019.1,14:15,1,6066.36
737927,10.2,15.4,0.4,0.6,7.1,225.0,30.0,11.8,85.0,2,247.5,9,1024.7,14.2,53,6.0,202.5,11,1025.4,1:39,1,6856.41
737928,10.0,16.0,0.0,1.8,0.7,315.0,20.0,11.4,77.0,7,45.0,9,1029.1,15.6,57,7.0,337.5,6,1026.5,11:17,1,6809.87
737929,9.8,18.5,0.0,3.6,6.7,0.0,39.0,12.5,70.0,2,0.0,15,1027.6,17.9,45,7.0,337.5,13,1024.3,14:45,1,6450.43
737930,12.0,17.0,0.0,4.0,0.2,0.0,37.0,12.7,62.0,7,0.0,17,1025.8,16.7,55,7.0,225.0,4,1026.3,1:01,1,6763.11
737931,6.2,17.7,0.0,1.6,8.9,22.5,15.0,7.2,100.0,1,22.5,11,1031.9,16.4,44,1.0,202.5,7,1028.6,8:39,1,6736.74
737932,3.6,19.2,0.0,3.0,9.3,0.0,35.0,6.8,77.0,1,22.5,7,1027.0,18.9,36,0.0,0.0,13,1023.6,12:19,1,6108.91
737933,6.1,20.2,0.0,3.4,8.8,337.5,24.0,8.7,78.0,3,22.5,11,1027.4,20.1,42,3.0,22.5,13,1024.9,13:50,1,5999.22
737934,6.8,19.9,0.0,2.6,4.8,45.0,31.0,10.7,73.0,7,45.0,9,1027.4,18.4,47,6.0,0.0,13,1023.4,12:40,1,6354.64
737935,10.6,20.9,0.0,5.6,3.2,0.0,57.0,18.4,50.0,6,22.5,20,1015.3,15.5,76,8.0,0.0,22,1009.6,12:48,1,6347.45
737936,11.9,14.7,5.0,3.4,1.4,292.5,39.0,13.1,60.0,7,292.5,11,1016.9,13.9,53,7.0,270.0,11,1019.7,5:45,1,6801.36
737937,9.8,15.0,0.4,1.6,0.6,270.0,33.0,11.3,94.0,7,202.5,4,1025.9,14.2,73,7.0,247.5,11,1025.3,14:15,1,6551.0
737938,11.0,13.8,0.4,0.4,0.5,180.0,39.0,12.2,60.0,7,180.0,15,1031.8,12.7,59,7.0,180.0,11,1032.4,7:07,1,6887.79
737939,10.4,13.1,0.0,2.0,4.1,157.5,26.0,11.3,58.0,7,157.5,6,1034.2,12.7,55,5.0,180.0,13,1032.3,14:41,1,6441.38
737941,3.0,16.1,0.0,2.2,9.1,22.5,31.0,5.7,76.0,0,22.5,11,1025.2,15.7,48,2.0,22.5,17,1021.6,15:39,1,7042.12
737796,5.7,15.7,0.0,4.0,1.3,0.0,39.0,9.2,60.0,8,22.5,13,1020.8,15.3,48,7.0,0.0,17,1019.4,11:32,1,6945.56
737827,9.2,19.6,0.0,3.2,7.7,337.5,33.0,12.4,63.0,1,0.0,9,1018.8,19.0,44,5.0,0.0,11,1015.2,13:14,1,6564.7
737855,10.4,16.9,0.2,3.4,7.5,0.0,24.0,12.2,93.0,2,45.0,7,1015.1,16.7,62,5.0,202.5,9,1012.9,1:09,1,6421.12
737886,10.0,13.6,2.0,1.2,2.0,180.0,37.0,10.9,81.0,3,225.0,7,1017.0,11.9,66,7.0,270.0,7,1018.5,15:23,1,6934.53
737916,3.8,12.9,0.0,1.4,3.5,0.0,52.0,6.7,74.0,7,0.0,11,1021.4,12.0,57,7.0,0.0,26,1017.6,14:43,1,6484.85
737947,6.7,14.7,0.0,2.6,4.2,0.0,39.0,11.0,81.0,7,0.0,17,1022.2,13.6,73,5.0,0.0,17,1019.9,12:17,1,6192.29
737977,10.7,17.2,0.0,1.0,2.6,0.0,59.0,12.5,73.0,7,0.0,22,1016.7,16.5,55,7.0,0.0,28,1009.3,14:39,1,6614.71
738008,9.3,13.2,3.0,4.8,2.3,0.0,48.0,9.3,89.0,7,22.5,9,1005.0,11.1,72,7.0,270.0,11,1004.8,0:39,1,7228.52
738039,7.8,14.7,4.0,1.6,0.5,180.0,67.0,9.7,83.0,7,202.5,4,1010.7,12.3,86,8.0,180.0,20,1008.8,23:47,1,7224.91
738069,9.7,15.1,12.0,3.6,0.3,180.0,67.0,14.5,78.0,8,157.5,30,1009.5,14.3,71,7.0,112.5,11,1009.8,0:33,1,6516.17
738100,6.8,15.0,0.4,0.4,1.3,292.5,22.0,7.9,100.0,7,0.0,6,1016.0,14.6,80,7.0,202.5,7,1013.7,23:37,1,6784.83
738130,7.4,16.5,9.4,0.4,1.0,292.5,33.0,12.7,85.0,7,292.5,7,1014.4,15.5,61,7.0,270.0,11,1014.0,12:32,1,6062.58
737954,10.9,15.9,0.0,1.4,0.7,337.5,17.0,11.7,86.0,7,0.0,9,1018.8,14.3,69,7.0,180.0,6,1016.8,10:49,1,6112.1
737955,9.7,16.4,0.0,1.4,1.6,112.5,15.0,11.0,89.0,7,22.5,7,1018.0,15.9,57,6.0,157.5,6,1015.5,16:16,1,6366.51
737956,7.0,15.6,0.0,0.8,0.0,0.0,24.0,8.5,89.0,7,22.5,7,1017.5,15.0,60,7.0,22.5,9,1014.5,17:27,1,6927.87
737957,8.3,16.0,1.8,2.2,2.9,337.5,41.0,11.5,88.0,7,22.5,13,1011.4,15.4,60,7.0,0.0,15,1008.1,12:56,1,7031.11
737958,7.8,12.9,0.8,1.0,2.6,0.0,20.0,9.4,83.0,7,0.0,9,1010.5,12.4,70,7.0,0.0,4,1008.8,7:03,1,7286.57
737959,6.1,13.2,1.6,1.8,0.1,202.5,26.0,9.4,100.0,7,180.0,2,1012.6,12.5,98,7.0,202.5,9,1014.4,13:15,1,6838.24
737960,9.1,16.2,2.2,1.6,4.0,135.0,28.0,11.4,100.0,7,180.0,6,1024.5,13.4,86,6.0,202.5,13,1025.1,10:38,1,6263.41
737961,5.2,14.5,0.0,0.0,6.9,135.0,20.0,9.1,100.0,1,90.0,4,1027.8,13.8,69,2.0,202.5,13,1025.4,10:40,1,6628.57
737962,3.9,15.4,0.2,0.4,9.1,0.0,26.0,6.3,94.0,1,45.0,7,1028.7,14.6,51,1.0,0.0,15,1025.8,12:22,1,7247.87
737963,3.7,16.3,0.0,2.0,1.9,22.5,28.0,5.6,91.0,7,22.5,6,1029.6,14.4,56,7.0,22.5,13,1026.2,13:37,1,7162.85
737964,5.6,15.3,0.0,2.7,2.1,0.0,46.0,13.9,63.0,8,0.0,9,1019.4,14.8,67,7.0,0.0,17,1012.5,10:33,1,7077.89
737965,9.8,16.7,0.0,1.0,5.2,0.0,41.0,12.6,85.0,1,0.0,6,1007.2,15.3,54,7.0,0.0,17,1004.9,12:07,1,6787.77
737966,10.6,13.2,0.6,2.4,0.3,0.0,37.0,11.0,88.0,7,0.0,13,1010.3,12.6,94,7.0,202.5,13,1011.1,0:05,1,6855.19
737967,10.0,13.4,5.6,0.2,4.6,337.5,28.0,10.5,79.0,3,270.0,9,1019.9,12.4,56,3.0,247.5,9,1020.1,22:26,1,6404.33
737968,9.7,15.3,0.0,2.4,4.9,337.5,26.0,10.9,81.0,5,0.0,11,1025.9,13.6,75,5.0,202.5,9,1027.0,1:43,1,6381.64
737969,6.4,15.1,0.0,1.4,9.0,337.5,24.0,7.8,97.0,1,22.5,7,1032.8,14.6,53,1.0,22.5,9,1031.0,12:27,1,7214.06
737970,4.2,16.7,0.0,2.2,8.8,337.5,43.0,6.8,88.0,1,45.0,2,1032.5,16.2,55,2.0,0.0,19,1029.4,14:12,1,6950.26
737971,5.5,16.9,0.0,1.2,6.8,0.0,39.0,11.3,79.0,1,22.5,9,1026.8,16.8,57,1.0,0.0,19,1022.6,14:04,1,6648.79
737797,10.5,17.2,0.0,1.4,8.9,337.5,35.0,12.3,86.0,1,0.0,11,1022.3,16.6,58,1.0,0.0,20,1019.1,12:17,1,6752.13
737828,9.7,14.5,0.2,2.8,1.7,0.0,43.0,12.7,83.0,6,0.0,9,1014.6,14.4,72,7.0,0.0,22,1010.4,15:02,1,6851.32
737856,6.6,10.6,6.6,2.8,4.5,0.0,43.0,7.9,75.0,5,0.0,19,1016.3,9.8,63,5.0,337.5,22,1014.9,13:45,1,6972.85
737887,6.5,13.1,0.2,1.2,3.5,337.5,46.0,7.7,79.0,3,0.0,20,1016.4,12.2,67,7.0,315.0,17,1015.3,14:32,1,6849.08
737917,4.6,13.1,0.4,1.6,1.9,202.5,22.0,6.8,82.0,7,45.0,9,1022.7,12.7,66,7.0,225.0,7,1021.5,12:47,1,7629.77
737948,6.7,13.2,0.0,1.0,0.6,315.0,20.0,8.7,74.0,7,0.0,9,1023.4,12.9,55,7.0,337.5,11,1022.2,3:16,1,7281.69
738070,3.2,14.2,0.0,0.8,6.6,45.0,15.0,5.0,100.0,7,22.5,6,1024.4,12.1,80,1.0,202.5,9,1024.4,10:33,1,6825.14
738101,5.0,16.1,0.0,0.8,5.7,0.0,43.0,6.5,100.0,3,22.5,13,1025.9,14.4,52,7.0,0.0,20,1022.2,13:34,1,6511.44
738131,5.9,16.1,0.0,3.0,5.1,0.0,50.0,11.4,71.0,7,0.0,13,1018.1,15.8,44,1.0,0.0,24,1013.6,12:55,1,7095.0
737984,8.9,14.4,0.4,2.4,2.4,0.0,37.0,10.7,84.0,7,0.0,11,1014.2,13.8,69,7.0,0.0,19,1011.7,11:20,1,7174.57
737985,9.8,13.9,2.2,3.0,0.5,0.0,44.0,10.3,84.0,7,0.0,13,1005.0,13.4,73,7.0,0.0,24,1000.8,5:56,1,7175.95
737986,10.0,17.1,3.0,1.6,7.0,0.0,43.0,12.3,84.0,5,0.0,17,1000.0,16.4,67,4.0,0.0,22,996.6,12:40,1,6715.55
737987,10.9,15.2,0.2,0.8,2.4,337.5,41.0,11.1,75.0,7,0.0,17,989.7,13.8,60,5.0,292.5,6,989.0,12:08,1,6745.77
737988,7.6,13.7,0.2,2.8,0.8,337.5,33.0,8.7,67.0,7,0.0,13,992.8,13.2,66,7.0,270.0,11,996.7,7:56,1,6486.18
737989,8.5,14.2,4.2,1.0,3.0,292.5,28.0,10.4,83.0,3,315.0,9,1014.5,13.0,65,7.0,225.0,7,1015.1,1:03,1,6759.22
737990,9.1,13.0,0.0,1.8,2.9,337.5,31.0,10.4,72.0,7,0.0,13,1016.2,12.2,72,7.0,0.0,11,1012.5,14:00,1,7130.82
737991,9.9,11.4,0.6,2.2,0.3,225.0,54.0,10.8,80.0,7,0.0,13,1005.2,8.6,86,8.0,202.5,13,1007.4,17:18,1,7556.79
737992,6.5,13.6,10.8,1.6,2.8,247.5,31.0,8.9,80.0,7,270.0,6,1020.5,12.0,69,6.0,247.5,7,1019.0,0:37,1,7391.37
737993,5.1,11.8,0.6,2.6,0.1,337.5,46.0,7.8,88.0,7,0.0,17,1015.8,10.5,66,7.0,0.0,22,1010.7,14:11,1,7536.62
737994,7.8,11.3,0.0,0.6,1.5,0.0,31.0,8.2,80.0,7,0.0,7,1006.8,10.9,64,7.0,0.0,13,1003.6,1:36,1,7329.83
737995,7.5,14.4,0.0,1.4,3.4,337.5,48.0,9.5,78.0,7,0.0,19,998.2,13.9,53,5.0,337.5,19,995.3,14:46,1,6492.94
737996,5.8,13.0,0.8,3.6,7.2,337.5,48.0,8.1,60.0,1,315.0,19,1003.6,12.5,47,7.0,315.0,13,1004.8,14:35,1,6817.65
737997,8.1,16.4,0.0,1.0,2.9,337.5,43.0,12.4,75.0,7,0.0,13,1010.9,15.8,62,7.0,337.5,20,1009.7,10:41,1,6763.92
737998,10.1,17.1,0.0,3.4,4.3,0.0,67.0,11.1,67.0,2,0.0,19,1011.1,16.4,48,7.0,0.0,26,1003.7,21:40,1,6646.82
737999,11.1,16.8,0.0,5.4,4.7,337.5,50.0,14.3,70.0,6,0.0,13,998.2,12.0,65,7.0,292.5,11,998.4,5:28,1,7125.58
738000,6.7,15.4,0.8,3.4,7.8,337.5,41.0,8.7,67.0,6,337.5,19,1013.5,14.9,52,1.0,337.5,17,1013.5,14:41,1,6990.16
738001,8.0,14.9,0.0,2.6,6.4,0.0,61.0,9.9,59.0,1,22.5,19,1015.1,13.6,49,7.0,0.0,26,1011.0,22:32,1,6684.48
738002,9.9,18.1,0.0,7.0,6.3,0.0,54.0,13.1,54.0,1,0.0,20,1006.1,17.1,48,6.0,0.0,22,1002.0,1:23,1,6018.75
737798,8.0,15.7,18.0,6.8,9.0,337.5,30.0,11.1,72.0,1,315.0,9,1010.6,14.6,42,3.0,270.0,9,1011.5,12:08,1,6526.06
737829,6.5,15.4,0.0,2.8,9.1,0.0,50.0,10.2,67.0,1,22.5,15,1016.2,15.2,43,3.0,337.5,24,1011.5,13:45,1,6914.27
737857,8.7,14.5,4.8,2.6,4.1,337.5,35.0,10.6,77.0,2,0.0,9,1008.1,13.3,53,6.0,292.5,15,1007.7,12:23,1,7197.61
737888,7.8,14.5,0.6,1.8,3.4,247.5,31.0,10.2,78.0,7,270.0,11,1016.0,14.3,67,7.0,270.0,9,1015.5,12:09,1,6831.32
737918,9.8,15.8,0.4,1.6,3.9,292.5,31.0,11.8,80.0,7,292.5,11,1021.7,15.2,63,7.0,270.0,15,1020.1,14:49,1,6416.19
737949,10.7,14.2,0.2,2.2,0.6,337.5,28.0,12.1,74.0,7,292.5,9,1024.5,13.9,60,8.0,315.0,13,1023.1,20:22,1,6650.37
737979,10.5,15.5,0.0,1.6,2.4,315.0,30.0,11.2,75.0,7,315.0,11,1026.9,13.2,75,7.0,202.5,11,1026.4,6:10,1,6419.69
738010,5.8,16.4,0.6,1.2,5.5,0.0,17.0,7.2,100.0,1,0.0,11,1032.6,14.6,58,7.0,180.0,6,1029.3,8:51,1,6477.76
738041,7.1,16.4,0.0,2.8,2.7,0.0,30.0,9.1,82.0,7,22.5,9,1028.1,15.1,60,6.0,337.5,19,1023.3,13:56,1,6675.69
738071,9.1,17.7,0.0,2.4,8.1,0.0,52.0,12.4,77.0,6,0.0,19,1022.4,17.5,45,6.0,0.0,24,1017.9,11:11,1,6234.67
738102,12.4,19.2,0.0,7.0,3.6,337.5,54.0,14.4,47.0,5,0.0,28,1012.2,16.7,44,8.0,292.5,17,1009.8,13:44,1,6687.69
738132,8.1,16.6,2.8,4.4,4.7,337.5,31.0,10.6,71.0,7,0.0,11,1025.2,15.4,50,7.0,270.0,13,1024.3,10:24,1,6537.7
738015,8.1,17.6,0.0,1.2,10.1,315.0,33.0,11.8,73.0,1,0.0,15,1026.9,17.1,44,3.0,270.0,9,1025.1,13:04,1,6300.74
738016,6.9,18.4,0.0,3.4,7.8,337.5,31.0,10.9,78.0,1,0.0,11,1028.7,17.3,41,6.0,292.5,13,1025.1,15:01,1,6049.06
738017,10.1,19.0,0.0,3.0,9.1,337.5,54.0,12.1,63.0,3,0.0,17,1024.1,18.3,31,2.0,270.0,22,1019.2,13:07,1,5661.48
738018,11.0,14.4,0.2,6.6,2.8,292.5,44.0,12.2,70.0,7,292.5,13,1022.8,14.2,62,7.0,247.5,17,1022.8,12:45,1,6595.54
738019,9.8,13.9,0.4,2.0,3.3,202.5,30.0,11.0,87.0,7,270.0,9,1025.5,12.7,79,7.0,180.0,15,1024.8,11:13,1,6849.04
738020,7.6,15.5,0.6,1.8,1.8,0.0,24.0,10.4,82.0,7,315.0,9,1026.0,15.1,53,7.0,0.0,13,1021.9,14:41,1,6788.59
738021,8.2,17.4,0.0,2.6,8.3,0.0,31.0,11.6,72.0,5,0.0,13,1023.3,16.7,50,2.0,0.0,17,1019.3,15:18,1,6344.8
738022,8.7,17.3,0.8,3.6,3.2,0.0,50.0,11.3,80.0,6,22.5,11,1016.7,16.7,51,3.0,0.0,28,1012.1,14:27,1,6331.48
738023,10.6,20.0,1.0,3.6,10.2,315.0,33.0,13.9,64.0,0,337.5,13,1015.3,18.9,44,4.0,315.0,13,1013.8,11:24,1,5705.47
738024,11.3,22.2,0.0,4.0,10.6,0.0,57.0,14.6,62.0,1,0.0,20,1014.5,21.6,37,1.0,337.5,37,1007.8,14:54,1,5325.33
738025,10.8,14.3,0.8,7.0,5.4,315.0,50.0,11.2,67.0,3,247.5,11,1011.1,11.7,54,5.0,247.5,9,1012.2,0:12,1,6708.96
738026,6.4,13.1,10.4,4.0,6.2,180.0,39.0,10.8,53.0,7,157.5,17,1021.5,11.7,55,6.0,180.0,17,1021.6,9:38,1,6717.65
738027,8.0,14.1,2.2,1.2,5.4,180.0,37.0,12.1,73.0,3,157.5,15,1023.3,13.4,59,6.0,202.5,17,1021.8,16:26,1,6736.8
738028,5.5,12.9,1.2,2.4,1.0,135.0,31.0,9.2,82.0,7,0.0,9,1022.7,12.2,55,7.0,157.5,13,1020.3,12:54,1,7126.76
738029,4.6,13.6,0.0,1.2,3.8,202.5,15.0,7.7,88.0,7,0.0,9,1020.0,12.8,65,7.0,157.5,7,1017.4,12:18,1,6769.89
738030,5.3,17.8,0.0,1.6,9.6,0.0,39.0,9.1,80.0,1,0.0,7,1018.6,17.4,31,3.0,337.5,24,1013.5,13:14,1,5716.32
738031,9.1,16.2,0.6,6.4,4.3,22.5,33.0,10.6,79.0,7,0.0,13,1011.4,12.8,84,7.0,180.0,6,1010.4,1:50,1,6227.89
738032,6.4,17.6,4.0,1.4,7.4,337.5,50.0,11.1,70.0,7,0.0,15,1016.1,16.8,45,1.0,337.5,28,1013.2,14:04,1,6072.91
